SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.3817595798018384;15.7797338380595
117122;GreyMatter;0.38266828032891564;4.69041575982343
117122;Hippocampus;0.2744981009224091;16.881943016134134
117122;Thalamus;0.6173364623056615;34.55430508634199
117122;WhiteMatter;0.6278139357394447;5.916079783099616
117122-PP;Amygdala;0.0;inf
117122-PP;GreyMatter;0.0002816240319173903;119.34822998268554
117122-PP;Hippocampus;0.0;inf
117122-PP;Thalamus;0.00468702751738736;12.68857754044952
117122-PP;WhiteMatter;0.021559644574219047;37.36308338453881
118528;Amygdala;0.32713146595788184;16.1245154965971
118528;GreyMatter;0.3638556432291526;6.324555320336759
118528;Hippocampus;0.22038677679339239;19.078784028338912
118528;Thalamus;0.598051212327215;22.759613353482084
118528;WhiteMatter;0.6757528123828757;5.477225575051661
118528-PP;Amygdala;0.0;inf
118528-PP;GreyMatter;0.0011089332354099891;114.22784249034909
118528-PP;Hippocampus;0.0;inf
118528-PP;Thalamus;0.003459210147016431;11.313708498984761
118528-PP;WhiteMatter;0.014046052314967805;55.52476924760696
118730;Amygdala;0.36804451510333863;13.92838827718412
118730;GreyMatter;0.37961093925985007;5.385164807134504
118730;Hippocampus;0.21576549471331558;18.16590212458495
118730;Thalamus;0.601816858759184;32.57299494980466
118730;WhiteMatter;0.6815451229247295;5.385164807134504
118730-PP;Amygdala;0.0;inf
118730-PP;GreyMatter;0.0013199543226333089;102.39628899525607
118730-PP;Hippocampus;0.0;64.25729530566937
118730-PP;Thalamus;0.003369839932603201;11.224972160321824
118730-PP;WhiteMatter;0.0013905825471193548;47.46577714522327
118932;Amygdala;0.41393396119369114;15.0
118932;GreyMatter;0.42583355801204276;4.123105625617661
118932;Hippocampus;0.2598276224511247;17.029386365926403
118932;Thalamus;0.6452253417066863;34.307433596816885
118932;WhiteMatter;0.6285149090797022;5.830951894845301
118932-PP;Amygdala;0.0;inf
118932-PP;GreyMatter;0.0007537358621594955;116.74759098157016
118932-PP;Hippocampus;0.0;inf
118932-PP;Thalamus;0.0031911203607353452;12.041594578792296
118932-PP;WhiteMatter;0.021195583954476717;43.289721643826724
120111;Amygdala;0.35454360642406996;13.038404810405298
120111;GreyMatter;0.3582737599228104;5.196152422706632
120111;Hippocampus;0.24352271942147807;18.35755975068582
120111;Thalamus;0.5749215044425146;27.892651361962706
120111;WhiteMatter;0.6970917718687408;5.0
120111-PP;Amygdala;0.0;inf
120111-PP;GreyMatter;0.0008490997365613637;111.91961400934154
120111-PP;Hippocampus;0.0;inf
120111-PP;Thalamus;0.004784688995215311;11.532562594670797
120111-PP;WhiteMatter;0.015246220699613218;41.48493702538308
122317;Amygdala;0.43723554301833567;15.0
122317;GreyMatter;0.4175799892144818;4.242640687119285
122317;Hippocampus;0.25428912644548657;17.029386365926403
122317;Thalamus;0.6165800519688187;36.41428291206625
122317;WhiteMatter;0.6417944395386798;5.830951894845301
122317-PP;Amygdala;0.0;inf
122317-PP;GreyMatter;0.00031362854388724133;124.0725594158515
122317-PP;Hippocampus;0.0;inf
122317-PP;Thalamus;0.0037753657385559227;12.409673645990857
122317-PP;WhiteMatter;0.03379293809057478;31.953090617340916
122620;Amygdala;0.3903183158751144;15.427248620541512
122620;GreyMatter;0.40381446376927843;7.211102550927978
122620;Hippocampus;0.21918663973512692;18.973665961010276
122620;Thalamus;0.6271210676835081;29.274562336608895
122620;WhiteMatter;0.6671956319366399;6.0
122620-PP;Amygdala;0.0;inf
122620-PP;GreyMatter;0.005612253708404566;110.09087155618307
122620-PP;Hippocampus;0.00034885749171463456;33.301651610693426
122620-PP;Thalamus;0.003756682560323653;12.0
122620-PP;WhiteMatter;0.007265050798873175;50.25932749251625
123117;Amygdala;0.3774145616641902;15.620499351813308
123117;GreyMatter;0.39746888538909525;5.830951894845301
123117;Hippocampus;0.2523063617143955;17.233687939614086
123117;Thalamus;0.6141643059490085;35.34119409414458
123117;WhiteMatter;0.6793175382392939;5.385164807134504
123117-PP;Amygdala;0.0011154489682097045;53.319789947073126
123117-PP;GreyMatter;0.00019854119493436322;119.63695081370136
123117-PP;Hippocampus;0.0;60.909769331364245
123117-PP;Thalamus;0.004512444475780864;11.090536506409418
123117-PP;WhiteMatter;0.03483238572004796;39.93745109543172
123925;Amygdala;0.42001150086256467;14.45683229480096
123925;GreyMatter;0.3874052056877702;4.58257569495584
123925;Hippocampus;0.26192808856666994;18.841443681416774
123925;Thalamus;0.6503485531123215;36.193922141707716
123925;WhiteMatter;0.6286714390988525;6.0
123925-PP;Amygdala;0.0;inf
123925-PP;GreyMatter;0.00013034764803962568;120.18735374406077
123925-PP;Hippocampus;0.0;inf
123925-PP;Thalamus;0.00439736158305017;11.74734012447073
123925-PP;WhiteMatter;0.03208298504690257;39.408120990476064
124422;Amygdala;0.4412100456621005;14.866068747318506
124422;GreyMatter;0.37259670517865895;5.385164807134504
124422;Hippocampus;0.22974191986974984;17.349351572897472
124422;Thalamus;0.6490186904380802;28.635642126552707
124422;WhiteMatter;0.6470974590562615;5.477225575051661
124422-PP;Amygdala;0.0;inf
124422-PP;GreyMatter;0.00034784991857149633;115.50324670761424
124422-PP;Hippocampus;0.0;inf
124422-PP;Thalamus;0.003303648376903189;12.24744871391589
124422-PP;WhiteMatter;0.003485121763687187;45.32107677449864
