SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.3603748326639893;30.14962686336267
117122;GreyMatter;0.7435715575552012;17.11724276862369
117122;Hippocampus;0.4934314017261171;72.6773692424265
117122;Thalamus;0.7286595476553691;27.459060435491963
117122;WhiteMatter;0.8196614884072826;19.0
117122-PP;Amygdala;0.3603748326639893;30.14962686336267
117122-PP;GreyMatter;0.7435715575552012;17.11724276862369
117122-PP;Hippocampus;0.4934314017261171;72.6773692424265
117122-PP;Thalamus;0.7286595476553691;27.459060435491963
117122-PP;WhiteMatter;0.8196614884072826;19.0
118528;Amygdala;0.4394537862543731;39.21734310225516
118528;GreyMatter;0.7401092120947568;18.193405398660254
118528;Hippocampus;0.45605550883095036;70.2922470831599
118528;Thalamus;0.7098860755805484;58.18934610390462
118528;WhiteMatter;0.8332819706346446;17.60681686165901
118528-PP;Amygdala;0.4394537862543731;39.21734310225516
118528-PP;GreyMatter;0.7401092120947568;18.193405398660254
118528-PP;Hippocampus;0.45605550883095036;70.2922470831599
118528-PP;Thalamus;0.7098860755805484;58.18934610390462
118528-PP;WhiteMatter;0.8332819706346446;17.60681686165901
118730;Amygdala;0.4799043502253288;41.78516483155236
118730;GreyMatter;0.7409123142504282;18.05547008526779
118730;Hippocampus;0.44396398722127206;58.31809324729333
118730;Thalamus;0.6705560708880535;43.05810028322197
118730;WhiteMatter;0.8295937964525155;17.69180601295413
118730-PP;Amygdala;0.4799043502253288;41.78516483155236
118730-PP;GreyMatter;0.7409123142504282;18.05547008526779
118730-PP;Hippocampus;0.44396398722127206;58.31809324729333
118730-PP;Thalamus;0.6705560708880535;43.05810028322197
118730-PP;WhiteMatter;0.8295937964525155;17.69180601295413
118932;Amygdala;0.43308585570150393;63.89053137985315
118932;GreyMatter;0.7440776373361659;18.138357147217054
118932;Hippocampus;0.4498913854034951;62.52199612936234
118932;Thalamus;0.7002252085034771;46.52956049652737
118932;WhiteMatter;0.8478244132921848;19.339079605813716
118932-PP;Amygdala;0.43308585570150393;63.89053137985315
118932-PP;GreyMatter;0.7440776373361659;18.138357147217054
118932-PP;Hippocampus;0.4498913854034951;62.52199612936234
118932-PP;Thalamus;0.7002252085034771;46.52956049652737
118932-PP;WhiteMatter;0.8478244132921848;19.339079605813716
120111;Amygdala;0.4642657212166449;60.21627686929839
120111;GreyMatter;0.726715143317725;16.30950643030009
120111;Hippocampus;0.4749859075535513;61.08191221630181
120111;Thalamus;0.7204550242258269;38.18376618407357
120111;WhiteMatter;0.8635349922372901;21.0
120111-PP;Amygdala;0.4642657212166449;60.21627686929839
120111-PP;GreyMatter;0.726715143317725;16.30950643030009
120111-PP;Hippocampus;0.4749859075535513;61.08191221630181
120111-PP;Thalamus;0.7204550242258269;38.18376618407357
120111-PP;WhiteMatter;0.8635349922372901;21.0
122317;Amygdala;0.529258469556977;33.37663853655727
122317;GreyMatter;0.7480924935768349;20.024984394500787
122317;Hippocampus;0.48839201576287156;77.52418977325722
122317;Thalamus;0.6347448037639212;37.73592452822641
122317;WhiteMatter;0.8411357417632372;22.02271554554524
122317-PP;Amygdala;0.529258469556977;33.37663853655727
122317-PP;GreyMatter;0.7480924935768349;20.024984394500787
122317-PP;Hippocampus;0.48839201576287156;77.52418977325722
122317-PP;Thalamus;0.6347448037639212;37.73592452822641
122317-PP;WhiteMatter;0.8411357417632372;22.02271554554524
122620;Amygdala;0.5150196369812122;38.118237105091836
122620;GreyMatter;0.7523594704694513;20.663978319771825
122620;Hippocampus;0.3932914868575912;71.72865536171719
122620;Thalamus;0.6951334920134209;46.195237849804386
122620;WhiteMatter;0.8162105014611525;23.790754506740637
122620-PP;Amygdala;0.5150196369812122;38.118237105091836
122620-PP;GreyMatter;0.7523594704694513;20.663978319771825
122620-PP;Hippocampus;0.3932914868575912;71.72865536171719
122620-PP;Thalamus;0.6951334920134209;46.195237849804386
122620-PP;WhiteMatter;0.8162105014611525;23.790754506740637
123117;Amygdala;0.4454614797864226;24.1039415863879
123117;GreyMatter;0.7180127663898128;21.307275752662516
123117;Hippocampus;0.3082934402898176;64.31174076325411
123117;Thalamus;0.4018045550462053;55.154328932550705
123117;WhiteMatter;0.8589113246735726;20.149441679609886
123117-PP;Amygdala;0.4454614797864226;24.1039415863879
123117-PP;GreyMatter;0.7180127663898128;21.307275752662516
123117-PP;Hippocampus;0.3082934402898176;64.31174076325411
123117-PP;Thalamus;0.4018045550462053;55.154328932550705
123117-PP;WhiteMatter;0.8589113246735726;20.149441679609886
123925;Amygdala;0.5507980744869521;41.47288270665544
123925;GreyMatter;0.7357236709714841;17.05872210923198
123925;Hippocampus;0.42912048957050636;75.96051605933177
123925;Thalamus;0.7418296683270562;33.98529093593286
123925;WhiteMatter;0.8324338045230696;20.85665361461421
123925-PP;Amygdala;0.5507980744869521;41.47288270665544
123925-PP;GreyMatter;0.7357236709714841;17.05872210923198
123925-PP;Hippocampus;0.42912048957050636;75.96051605933177
123925-PP;Thalamus;0.7418296683270562;33.98529093593286
123925-PP;WhiteMatter;0.8324338045230696;20.85665361461421
124422;Amygdala;0.553938553938554;59.75784467331465
