SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.3835117285356411;15.264337522473747
117122;GreyMatter;0.385817936396186;4.242640687119285
117122;Hippocampus;0.2776341127922971;17.08800749063506
117122;Thalamus;0.6254118463101048;28.792360097775937
117122;WhiteMatter;0.6235168914043836;6.164414002968976
117122-PP;Amygdala;0.0;inf
117122-PP;GreyMatter;8.345068586032441e-05;78.19846545808939
117122-PP;Hippocampus;0.0;inf
117122-PP;Thalamus;0.003177004538577912;14.45683229480096
117122-PP;WhiteMatter;0.02376103190767142;43.18564576337837
118528;Amygdala;0.32677671246416923;16.0312195418814
118528;GreyMatter;0.3673071177152185;6.164414002968976
118528;Hippocampus;0.22846504622850689;19.1049731745428
118528;Thalamus;0.6126853111382657;21.6794833886788
118528;WhiteMatter;0.6729785911463729;5.830951894845301
118528-PP;Amygdala;0.0;inf
118528-PP;GreyMatter;0.0012061611489657654;110.56672193747991
118528-PP;Hippocampus;0.00035758984444841767;64.19501538281614
118528-PP;Thalamus;0.0024513338139870223;13.74772708486752
118528-PP;WhiteMatter;0.014377319633926881;56.49778756730214
118730;Amygdala;0.35790897671272587;13.379088160259652
118730;GreyMatter;0.3838215752235697;5.0
118730;Hippocampus;0.21908473443937201;19.209372712298546
118730;Thalamus;0.6105092735887241;19.79898987322333
118730;WhiteMatter;0.6777062020340207;5.744562646538029
118730-PP;Amygdala;0.0;inf
118730-PP;GreyMatter;0.000981460813222796;87.82368700982668
118730-PP;Hippocampus;0.00038587690526721975;35.38361202590826
118730-PP;Thalamus;0.0035227446775922804;11.40175425099138
118730-PP;WhiteMatter;0.0017610843145852717;47.47630988187688
118932;Amygdala;0.39885789589281795;14.422205101855956
118932;GreyMatter;0.42826870199609407;3.605551275463989
118932;Hippocampus;0.2586156269186621;17.46424919657298
118932;Thalamus;0.6506198491817057;31.38470965295043
118932;WhiteMatter;0.624874703572827;6.0
118932-PP;Amygdala;0.0;inf
118932-PP;GreyMatter;0.0007791195948578107;92.9623579735368
118932-PP;Hippocampus;0.0;inf
118932-PP;Thalamus;0.0034681279045571203;12.529964086141668
118932-PP;WhiteMatter;0.02142028950860039;42.67317658670374
120111;Amygdala;0.35445544554455444;12.409673645990857
120111;GreyMatter;0.3618954325433178;4.69041575982343
120111;Hippocampus;0.2498694393011442;18.601075237738275
120111;Thalamus;0.5851695386325737;27.018512172212592
120111;WhiteMatter;0.6939126470873069;5.0990195135927845
120111-PP;Amygdala;0.0;inf
120111-PP;GreyMatter;0.0005443924852061343;115.75836902790225
120111-PP;Hippocampus;0.0;inf
120111-PP;Thalamus;0.0031923383878691143;13.341664064126334
120111-PP;WhiteMatter;0.015567619789979854;43.22036556994862
122317;Amygdala;0.41963079693831606;14.45683229480096
122317;GreyMatter;0.42025532942118715;4.0
122317;Hippocampus;0.2544364790222118;17.69180601295413
122317;Thalamus;0.6292186423815719;33.61547262794322
122317;WhiteMatter;0.6377888815335213;6.082762530298219
122317-PP;Amygdala;0.0;inf
122317-PP;GreyMatter;0.00028596335056800624;125.09996003196804
122317-PP;Hippocampus;0.0;inf
122317-PP;Thalamus;0.0029900070815957196;12.12435565298214
122317-PP;WhiteMatter;0.03317391744086923;28.372521918222215
122620;Amygdala;0.3734763529985373;15.132745950421556
122620;GreyMatter;0.4073835370344163;6.557438524302
122620;Hippocampus;0.22149949385082598;19.4164878389476
122620;Thalamus;0.6356062794953289;21.563858652847824
122620;WhiteMatter;0.6648381682819203;6.324555320336759
122620-PP;Amygdala;0.0;inf
122620-PP;GreyMatter;0.0037258436096595307;78.19846545808939
122620-PP;Hippocampus;0.0;inf
122620-PP;Thalamus;0.0034679575175204105;12.083045973594572
122620-PP;WhiteMatter;0.008944916106139754;45.088801270381985
123117;Amygdala;0.3728246318607764;14.89966442575134
123117;GreyMatter;0.402149946773258;5.0990195135927845
123117;Hippocampus;0.2540155978779063;17.944358444926362
123117;Thalamus;0.6282717696306178;30.4138126514911
123117;WhiteMatter;0.6749831774833515;5.744562646538029
123117-PP;Amygdala;0.0;inf
123117-PP;GreyMatter;0.00018908953389429895;87.52142594816426
123117-PP;Hippocampus;0.0;inf
123117-PP;Thalamus;0.0031044944612996545;12.36931687685298
123117-PP;WhiteMatter;0.03842537056187521;33.19638534539566
123925;Amygdala;0.41535389394275574;14.035668847618199
123925;GreyMatter;0.3904078863066498;4.358898943540674
123925;Hippocampus;0.26992844905774466;19.131126469708992
123925;Thalamus;0.6564943820224719;33.1058907144937
123925;WhiteMatter;0.6249376558603491;6.164414002968976
123925-PP;Amygdala;0.0;inf
123925-PP;GreyMatter;0.0001194859929829135;121.55657119218195
123925-PP;Hippocampus;0.0;inf
123925-PP;Thalamus;0.00266755585195065;10.862780491200215
123925-PP;WhiteMatter;0.032933654005158214;35.73513677041127
124422;Amygdala;0.426238582895101;13.601470508735444
124422;GreyMatter;0.375950872077867;5.0
124422;Hippocampus;0.22998557518932564;17.916472867168917
124422;Thalamus;0.6660750507099391;28.319604517012593
124422;WhiteMatter;0.6429138577395818;5.830951894845301
124422-PP;Amygdala;0.0;inf
124422-PP;GreyMatter;0.00013704550965116646;84.44524853418338
124422-PP;Hippocampus;0.0;inf
124422-PP;Thalamus;0.0034470377019748654;10.770329614269007
124422-PP;WhiteMatter;0.0038006969141789705;54.70831746635972
